workerid,gender,age,income,categoryID,order,animal,name,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
ADPVKKFJ886DJ,F,25,0,16,15,goat,Daniel,0.5,0.525,0.5,0.55,0.55,0.55,0.5,0.55,0.525,0.55,0.55,0.55,0.525,0.55,0.55,0.525
ADPVKKFJ886DJ,F,25,0,30,16,whale,Henry,0.55,0.575,0.6,0.6,0.575,0.55,0.525,0.55,0.55,0.55,0.525,0.5,0.55,0.525,0.525,0.575
A357FWP7KGPP8,F,45,4,10,1,dolphin,Steve,1,0.7,0.625,0.275,0.4,0.125,0.175,0.05,1,0.75,0.725,0.775,0.3,0.25,0.25,0.25
A357FWP7KGPP8,F,45,4,13,2,fish,Charles,1,1,0.275,0.25,0.75,0.75,0.175,0.15,0,0,0,0,0.275,0.275,0.275,0.275
A357FWP7KGPP8,F,45,4,22,3,owl,Winston,1,0.725,1,0.725,0.275,0.2,0.4,0.35,0.25,0.7,0.25,0.725,0.275,0.6,0.275,0.625
A357FWP7KGPP8,F,45,4,17,4,goose,Bob,1,0.275,1,0.3,0.75,0.3,0.575,0.425,0.725,0.275,0.25,0.75,0.725,0.3,0.275,1
A357FWP7KGPP8,F,45,4,3,5,bear,Eric,1,0.275,0.625,0.375,0.275,0.25,0.2,0.2,0.575,0.625,0.35,0.6,0.225,0.725,0.35,1
A357FWP7KGPP8,F,45,4,23,6,ox,George,1,0.725,0.325,0.3,0,0.8,0.225,0.175,0.75,0.825,0.6,0.9,0.775,0.725,0.625,0.875
A357FWP7KGPP8,F,45,4,27,7,shark,Harry,1,0,0.225,0,0.55,0,0,0,0.375,0.35,0.35,0.35,0.375,0.35,0.375,0.875
A357FWP7KGPP8,F,45,4,26,8,rabbit,Ivan,0.95,0.75,0.05,0.025,0.275,0.275,0,0.025,0.05,0.025,0.775,0.625,0,0,0.625,0.575
A357FWP7KGPP8,F,45,4,31,9,wolf,Owen,0.95,0.25,0.025,0,0.025,0.025,0.025,0.05,0.275,0.275,0.3,0.275,0.65,0.3,0.25,0.925
A357FWP7KGPP8,F,45,4,32,10,zebra,Luke,0.95,0.275,0.95,0.275,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.025,0.4,0.4,0.75,0.675
A357FWP7KGPP8,F,45,4,28,11,sheep,Nathan,0.275,0.725,0.05,0.05,0.05,0.05,0.05,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.275,0.725
A357FWP7KGPP8,F,45,4,5,12,bird,Alex,0.95,0.95,0.275,0.25,0.05,0.05,0.05,0.05,0.775,0.75,0.6,0.725,0.05,0.05,0.05,0.05
A357FWP7KGPP8,F,45,4,4,13,bee,Kenneth,0.95,0.275,0.95,0.275,0.7,0.25,0.725,0.25,0.75,0.875,0.7,0.85,0.675,0.875,0.65,0.85
A357FWP7KGPP8,F,45,4,30,14,whale,David,0.95,0.275,0.1,0.1,0.4,0.4,0.4,0.375,0.625,0.375,0.625,0.625,0.775,0.675,0.6,0.55
A357FWP7KGPP8,F,45,4,11,15,duck,Henry,0.975,0.375,0.8,0.375,0.175,0.125,0.15,0.15,0.025,0.725,0.05,0.575,0.025,0.825,0.025,0.6
A357FWP7KGPP8,F,45,4,16,16,goat,Fred,0.95,0.625,0.625,0.625,0.375,0.375,0.625,0.575,0.625,0.625,0.625,0.625,0.6,0.625,0.625,0.625
A3BH2CJGH1BY0S,F,35,4,8,1,cow,Gary,0.725,0.275,0.5,0.275,0.275,0.275,0.275,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,14,2,fox,Eric,0.725,0.75,0.725,0.725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,21,3,monkey,Daniel,0.725,0.75,0.725,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,2,4,bat,Patrick,0.725,0.275,0.275,0.275,0.725,0.275,0.725,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,13,5,fish,Ivan,0.725,0.725,0.275,0.25,0.725,0.75,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,28,6,sheep,Barry,0.725,0.725,0.5,0.5,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,4,7,bee,Fred,0.725,0.725,0.725,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,6,8,buffalo,Tom,0.75,0.275,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,17,9,goose,David,0.725,0.5,0.5,0.5,0.275,0.3,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,7,10,cat,George,0.725,0.725,0.725,0.725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,5,11,bird,Jeff,0.725,0.75,0.75,0.725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,23,12,ox,Owen,0.725,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,11,13,duck,Zach,0.725,0.5,0.725,0.5,0.725,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,1,14,ant,Kenneth,0.725,0.5,0.725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,15,15,frog,Harry,0.725,0.5,0.725,0.5,0.725,0.5,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A3BH2CJGH1BY0S,F,35,4,3,16,bear,Bob,0.725,0.725,0.725,0.725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,1,1,ant,Robert,0.5,0.5,0.5,0.5,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,5,2,bird,David,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,29,3,tiger,Calvin,0.725,0.275,0.275,0.275,0.5,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,14,4,fox,Winston,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,9,5,dog,Jake,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,15,6,frog,Ethan,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,25,7,pig,Gary,0.75,0.5,0.5,0.5,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,12,8,elephant,Tom,0.75,0.75,0.75,0.75,0.25,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,7,9,cat,Ivan,0.675,0.725,0.725,0.725,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,26,10,rabbit,Harry,0.725,0.725,0.725,0.725,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,23,11,ox,Bob,0.725,0.725,0.725,0.725,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,6,12,buffalo,Albert,0.725,0.725,0.725,0.725,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,10,13,dolphin,Frank,0.725,0.725,0.725,0.725,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,28,14,sheep,Kenneth,0.725,0.725,0.725,0.725,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,31,15,wolf,Charles,0.575,0.6,0.6,0.6,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AV5PNRD316L5R,M,25,4,24,16,penguin,Alex,0.725,0.725,0.725,0.125,0.125,0.125,0.125,0.125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,10,1,dolphin,Fred,0.85,0.55,0.35,0.075,0.075,0.075,0.05,0.025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,17,2,goose,Ethan,0.875,0.45,0.225,0.175,0.05,0.025,0.15,0.125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,3,3,bear,Jeff,0.975,0.125,0.1,0.05,0.95,0.9,0.05,0.025,0.375,0.525,0.5,0.5,0.5,0.525,0.525,0.725
A2TD6LB9994K72,M,35,6,7,4,cat,George,0.95,0.9,0.925,0.95,0.575,0.575,0.575,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,32,5,zebra,Jake,0.95,0.375,0.55,0.575,0.35,0.1,0.05,0.025,0,0,0,0.025,0.5,0.575,0.5,0.5
A2TD6LB9994K72,M,35,6,1,6,ant,Luke,0.975,0.05,0.075,0.075,0.1,0.05,0.05,0.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,21,7,monkey,Frank,0.925,0.35,0.5,0.35,0.65,0.5,0.35,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,26,8,rabbit,Kenneth,0.95,0.95,0.925,0.925,0.025,0.7,0,0.025,0.3,0.45,0.475,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,13,9,fish,Gary,0.975,0.2,0.825,0.125,0.875,0.425,0.8,0.275,0.025,0.025,0.025,0.025,0.475,0.45,0.45,0.4
A2TD6LB9994K72,M,35,6,27,10,shark,Harry,0.975,0.975,0.975,0.975,0.95,0,0.025,0.025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,6,11,buffalo,Quinn,0.975,0.85,0.9,0.075,0.325,0.15,0.05,0.05,0.5,0.7,0.675,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,14,12,fox,Alex,0.975,0.675,0.175,0.05,0.7,0.15,0.125,0.075,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,29,13,tiger,Bob,0.975,0.95,0.475,0.4,0.075,0.075,0.175,0.1,0.025,0.025,0.025,0.05,0.05,0.025,0.025,0.025
A2TD6LB9994K72,M,35,6,11,14,duck,Charles,1,0.15,0.3,0.25,0.15,0.175,0.125,0.075,0.025,0.5,0.075,0.5,0.025,0.5,0.025,0.025
A2TD6LB9994K72,M,35,6,23,15,ox,Robert,0.95,0.825,0.375,0.4,0.025,0.025,0.05,0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2TD6LB9994K72,M,35,6,20,16,lion,Winston,0.975,0.025,0.9,0.15,0.025,0.025,0.025,0.025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1036BH0RBAF1O,M,25,11,10,1,dolphin,Matt,0.9,0.3,0.625,0.425,0.25,0.3,0.275,0.275,0.675,0.525,0.475,0.375,0.6,0.55,0.45,0.575
A1036BH0RBAF1O,M,25,11,23,2,ox,Steve,0.95,0.375,0.6,0.275,0.625,0.25,0.425,0.3,0.725,0.475,0.55,0.425,0.4,0.35,0.625,0.525
A1036BH0RBAF1O,M,25,11,18,3,horse,Frank,0.825,0.7,0.45,0.425,0.45,0.4,0.4,0.35,0.25,0.625,0.325,0.425,0.35,0.7,0.425,0.55
A1036BH0RBAF1O,M,25,11,3,4,bear,Robert,0.8,0.6,0.425,0.4,0.375,0.45,0.55,0.525,0.55,0.575,0.425,0.4,0.525,0.625,0.525,0.6
A1036BH0RBAF1O,M,25,11,25,5,pig,Quinn,0.8,0.3,0.3,0.275,0.55,0.3,0.325,0.35,0.325,0.225,0.575,0.25,0.325,0.375,0.35,0.6
A1036BH0RBAF1O,M,25,11,29,6,tiger,David,0.75,0.525,0.55,0.525,0.05,0.05,0.05,0.05,0.025,0,0.05,0.025,0.525,0.475,0.45,0.575
A1036BH0RBAF1O,M,25,11,12,7,elephant,Nathan,0.825,0.25,0.525,0.175,0.55,0.275,0.525,0.35,0.525,0.525,0.575,0.45,0.525,0.525,0.475,0.575
A1036BH0RBAF1O,M,25,11,27,8,shark,Henry,0.65,0.375,0.525,0.375,0.325,0.325,0.3,0.25,0.575,0.525,0.375,0.4,0.525,0.525,0.4,0.55
A1036BH0RBAF1O,M,25,11,31,9,wolf,Charles,0.675,0.525,0.55,0.55,0.45,0.475,0.425,0.525,0.55,0.425,0.425,0.375,0.575,0.45,0.425,0.625
A1036BH0RBAF1O,M,25,11,7,10,cat,Zach,0.8,0.6,0.625,0.6,0.525,0.55,0.475,0.475,0.625,0.475,0.525,0.525,0.45,0.45,0.525,0.475
A1036BH0RBAF1O,M,25,11,15,11,frog,Albert,0.8,0.6,0.525,0.55,0.225,0.2,0.25,0.225,0.275,0.225,0.2,0.15,0.55,0.55,0.525,0.625
A1036BH0RBAF1O,M,25,11,5,12,bird,Calvin,0.8,0.775,0.6,0.475,0.525,0.4,0.525,0.375,0.75,0.375,0.6,0.375,0.575,0.35,0.55,0.4
A1036BH0RBAF1O,M,25,11,28,13,sheep,Jeff,0.825,0.525,0.45,0.4,0.45,0.35,0.375,0.375,0.1,0.15,0.125,0.125,0.225,0.275,0.625,0.65
A1036BH0RBAF1O,M,25,11,1,14,ant,Gary,0.875,0.35,0.325,0.325,0.375,0.275,0.275,0.325,0.675,0.475,0.45,0.6,0.675,0.425,0.525,0.625
A1036BH0RBAF1O,M,25,11,22,15,owl,Kenneth,0.85,0.225,0.55,0.25,0.325,0.25,0.3,0.175,0.1,0.6,0.175,0.525,0.15,0.55,0.075,0.525
A1036BH0RBAF1O,M,25,11,4,16,bee,Victor,0.8,0.7,0.525,0.55,0.375,0.35,0.325,0.4,0.675,0.55,0.675,0.525,0.6,0.525,0.6,0.65
A293YMFM3OPSSO,F,35,4,9,1,dog,Ethan,0.725,0.275,0.5,0.5,0.25,0.5,0.5,0.275,0.5,0.725,0.725,0.5,0.725,0.725,0.5,0.275
A293YMFM3OPSSO,F,35,4,19,2,kangaroo,Victor,0.95,0.275,0.275,0.275,0.5,0.275,0.5,0.275,0.5,0.275,0.275,0.275,0.5,0.5,0.5,0.725
A293YMFM3OPSSO,F,35,4,10,3,dolphin,George,0.95,0.725,0.5,0.5,0.275,0.5,0.5,0.275,0.75,0.725,0.5,0.725,0.725,0.5,0.5,0.275
A293YMFM3OPSSO,F,35,4,18,4,horse,Calvin,0.95,0.5,0.5,0.5,0.725,0.5,0.725,0.5,0.725,0.725,0.5,0.5,0.725,0.5,0.725,0.5
A293YMFM3OPSSO,F,35,4,16,5,goat,Jake,0.725,0.5,0.5,0.275,0.725,0.5,0.275,0.275,0.725,0.5,0.5,0.725,0.725,0.5,0.275,0.275
A293YMFM3OPSSO,F,35,4,13,6,fish,Frank,0.725,0.5,0.275,0.275,0.725,0.5,0.275,0.275,0.275,0.275,0.275,0.275,0.5,0.725,0.5,0.725
A293YMFM3OPSSO,F,35,4,12,7,elephant,Zach,0.725,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.5,0.275,0.5,0.275,0.275,0.275,0.275,0.275
A293YMFM3OPSSO,F,35,4,25,8,pig,Robert,0.725,0.5,0.5,0.5,0.725,0.5,0.5,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A293YMFM3OPSSO,F,35,4,7,9,cat,Bob,0.725,0.5,0.725,0.5,0.725,0.5,0.75,0.5,0.5,0.725,0.5,0.725,0.5,0.725,0.5,0.725
A293YMFM3OPSSO,F,35,4,30,10,whale,Harry,0.725,0.5,0.5,0.5,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.5,0.725,0.5,0.725,0.5
A293YMFM3OPSSO,F,35,4,5,11,bird,Ivan,0.725,0.725,0.5,0.5,0.5,0.5,0.25,0.25,0.725,0.725,0.725,0.725,0.275,0.275,0.275,0.275
A293YMFM3OPSSO,F,35,4,15,12,frog,Barry,0.725,0.5,0.725,0.5,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.5,0.725,0.5,0.725
A293YMFM3OPSSO,F,35,4,28,13,sheep,Eric,0.5,0.725,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.5,0.5,0.5,0.725
A293YMFM3OPSSO,F,35,4,8,14,cow,Henry,0.275,0.275,0.5,0.275,0.275,0.275,0.5,0.5,0.725,0.5,0.725,0.5,0.5,0.725,0.725,0.725
A293YMFM3OPSSO,F,35,4,26,15,rabbit,Fred,0.725,0.275,0.275,0.275,0.5,0.275,0.275,0.275,0.275,0.275,0.725,0.725,0.275,0.275,0.725,0.725
A293YMFM3OPSSO,F,35,4,20,16,lion,Luke,0.725,0.275,0.275,0.275,0.725,0.275,0.5,0.25,0.275,0.275,0.275,0.275,0.5,0.5,0.725,0.725
A328NWLCNGQ7GJ,F,25,4,17,1,goose,Calvin,0.725,0.275,0.5,0.5,0.275,0.05,0.275,0.05,0.95,0.5,0.95,0.95,0.725,0.275,0.725,0.95
A328NWLCNGQ7GJ,F,25,4,2,2,bat,Ivan,0.95,0.5,0.95,0.5,0.725,0.5,0.725,0.5,0.275,0.5,0.25,0.5,0.275,0.5,0.5,0.5
A328NWLCNGQ7GJ,F,25,4,30,3,whale,Matt,0.725,0.275,0.95,0.275,0.5,0.275,0.05,0.075,0.725,0.95,0.725,0.95,0.95,0.275,0.5,0.5
A328NWLCNGQ7GJ,F,25,4,23,4,ox,Owen,0.95,0.05,0.05,0.05,0.5,0.05,0.05,0.05,1,1,0.5,1,1,0.5,1,0.725
A328NWLCNGQ7GJ,F,25,4,31,5,wolf,Victor,0.05,0.5,0.5,1,0.275,0.5,0.725,0.95,1,0.725,0.5,1,0.5,0.5,0.5,1
A328NWLCNGQ7GJ,F,25,4,9,6,dog,Kenneth,1,0.5,1,0.275,1,0.5,0.275,1,1,1,0.5,0.275,0.5,0.725,0.275,1
A328NWLCNGQ7GJ,F,25,4,3,7,bear,David,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
A328NWLCNGQ7GJ,F,25,4,22,8,owl,Ethan,1,0.5,0.725,0.5,0.725,0.5,0.725,0.5,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725
A328NWLCNGQ7GJ,F,25,4,26,9,rabbit,Fred,1,1,0.05,0.05,0.725,0.725,0.05,0.05,0,0,1,1,0,0,1,1
A328NWLCNGQ7GJ,F,25,4,28,10,sheep,Tom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0.725
A328NWLCNGQ7GJ,F,25,4,15,11,frog,Steve,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
A328NWLCNGQ7GJ,F,25,4,10,12,dolphin,Barry,1,1,0,1,0,0,0,0,1,1,0.5,1,0,0,0,0
A328NWLCNGQ7GJ,F,25,4,11,13,duck,Jeff,1,1,1,1,0.5,1,1,1,0,0,0,0,0,0,0,0
A328NWLCNGQ7GJ,F,25,4,5,14,bird,Nathan,1,1,0.5,0.725,1,1,0.725,0.725,1,1,1,1,0,0,0,0
A328NWLCNGQ7GJ,F,25,4,19,15,kangaroo,Alex,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
A328NWLCNGQ7GJ,F,25,4,16,16,goat,Gary,1,0.275,0.5,0.725,0.95,0.5,1,0.725,1,1,1,1,1,1,1,1
A3U0HJ1P3EJNU1,F,35,6,8,1,cow,Eric,0.725,0.3,0.5,0.275,0.25,0.25,0.25,0.25,0.5,0.5,0.275,0.5,0.5,0.5,0.25,0.725
A3U0HJ1P3EJNU1,F,35,6,9,2,dog,Winston,0.725,0.25,0.25,0.25,0.5,0.275,0.275,0.275,0.75,0.275,0.275,0.275,0.3,0.3,0.3,0.5
A3U0HJ1P3EJNU1,F,35,6,7,3,cat,Owen,0.8,0.275,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.325,0.325,0.725,0.675,0.5,0.5
A3U0HJ1P3EJNU1,F,35,6,26,4,rabbit,Luke,0.85,0.125,0.125,0.125,0.425,0.1,0.15,0.175,0.15,0.225,0.675,0.6,0.225,0.25,0.7,0.5
